Route_ID,Origin_State,Origin_City,Destination_State,Destination_City,Distance_km,Avg_Transit_Days,Toll_Charges_INR,Preferred_Vehicle,Highway_Route,Active,Carrier_ID,Avg_Fuel_Cost_INR,Last_Updated,SLA_Days,Risk_Level
RTE001147,Karnataka,Mangaluru,Assam,Tezpur,3575,4,547.88,Container Truck,FALSE,TRUE,CAR004,24517.56,2024-10-14 00:00:00,5,Critical
RTE001148,Punjab,Ludhiana,Maharashtra,Aurangabad,2482,10,812.48,Mini Truck,yes,TRUE,CAR011,12847.23,2023-02-05 00:00:00,8,Critical
RTE001149,Uttarakhand,Rishikesh,Uttar Pradesh,Meerut,868,1,4478.07,Heavy Truck,Y,FALSE,CAR004,3569.25,2023-01-15 00:00:00,3,Low
RTE001150,Delhi,Rohini,Uttarakhand,Dehradun,1751,5,563.41,Pickup Van,TRUE,FALSE,CAR009,11600,2022-02-01 00:00:00,3,Low
RTE001151,Goa,Panaji,Kerala,Thrissur,580,4,6827.82,Medium Truck,FALSE,TRUE,CAR010,2546.9,2022-10-21 00:00:00,9,High
RTE001152,Goa,Vasco,Uttarakhand,Roorkee,2435,3,2175.6,3-Wheeler,FALSE,yes,CAR002,13690.27,2023-08-05 00:00:00,10,Critical
RTE001153,Jharkhand,Bokaro,Haryana,Panipat,1216,4,7891.41,Medium Truck,FALSE,FALSE,CAR002,8146.7,2021-01-22 00:00:00,7,High
RTE001154,Haryana,Faridabad,Uttar Pradesh,Agra,391,5,632.63,Medium Truck,TRUE,TRUE,CAR003,2671.44,2022-08-26 00:00:00,6,Medium
RTE001155,West Bengal,Siliguri,Odisha,Bhubaneswar,1635,3,5378.37,3-Wheeler,no,TRUE,CAR003,11038.7,2023-11-08 00:00:00,5,High
RTE001156,Maharashtra,Pune,Jharkhand,Bokaro,3402,12,4960.65,Pickup Van,FALSE,FALSE,CAR008,17202.05,2021-11-01 00:00:00,3,Critical
RTE001157,Kerala,Thiruvananthapuram,Himachal Pradesh,Manali,1014,2,6042.31,Pickup Van,TRUE,FALSE,CAR007,7123.92,2021-04-29 00:00:00,5,High
RTE001158,Himachal Pradesh,Mandi,Uttarakhand,Haridwar,235,3,7691.79,Heavy Truck,FALSE,FALSE,CAR005,1011.96,2023-04-05 00:00:00,9,Medium
RTE001159,Punjab,Amritsar,Punjab,Bathinda,2175,13,956.58,Tempo,FALSE,FALSE,CAR006,11842.24,2024-03-15 00:00:00,10,High
RTE001160,Tamil Nadu,Madurai,Assam,Jorhat,2137,10,536,Refrigerated Truck,FALSE,TRUE,CAR013,10481.79,2021-04-29 00:00:00,4,High
RTE001161,Telangana,Hyderabad,Jharkhand,Dhanbad,1967,11,646.28,Pickup Van,N,FALSE,CAR010,10754.18,2022-10-28 00:00:00,6,High
RTE001162,Telangana,Warangal,Maharashtra,Nagpur,3407,7,4543.39,Mini Truck,TRUE,FALSE,CAR004,14025.11,2023-11-11 00:00:00,10,Critical
RTE001163,Karnataka,Belagavi,Maharashtra,Nagpur,918,3,2394.46,Refrigerated Truck,TRUE,FALSE,CAR007,5153.85,2022-01-01 00:00:00,5,Low
RTE001164,Maharashtra,Nagpur,Tamil Nadu,Coimbatore,2319,14,7210.89,Heavy Truck,TRUE,FALSE,CAR015,18295.48,2024-02-12 00:00:00,5,High
RTE001165,Telangana,Karimnagar,Punjab,Amritsar,2299,9,,Pickup Van,TRUE,TRUE,CAR012,14185.39,2022-03-06 00:00:00,3,Critical
RTE001166,West Bengal,Howrah,Goa,Ponda,2554,10,1099.72,3-Wheeler,FALSE,FALSE,CAR013,20050.17,2021-06-20 00:00:00,4,Low
RTE001167,Uttar Pradesh,Lucknow,Gujarat,Vadodara,669,10,7550.38,Tempo,TRUE,TRUE,CAR010,3425.39,2022-04-12 00:00:00,7,Low
RTE001168,Kerala,Kochi,Uttarakhand,Roorkee,N/A,1,4960.33,Container Truck,TRUE,FALSE,CAR015,10635.88,2024-11-01 00:00:00,5,High
RTE001169,Goa,Margao,Madhya Pradesh,Jabalpur,2791,3,7909.75,Container Truck,FALSE,FALSE,CAR001,15341.47,2021-04-03 00:00:00,8,High
RTE001170,Haryana,Panipat,Uttarakhand,Dehradun,304,8,7152.23,Pickup Van,FALSE,TRUE,CAR005,1268.88,2024-01-04 00:00:00,9,High
RTE001171,Telangana,Khammam,Karnataka,Bengaluru,230,6,5065.34,3-Wheeler,FALSE,FALSE,CAR013,1188,2023-04-20 00:00:00,8,Medium
RTE001172,Himachal Pradesh,Dharamshala,Telangana,Warangal,767,2,7545.88,Pickup Van,TRUE,TRUE,CAR012,,2021-06-15 00:00:00,9,Low
RTE001173,Telangana,Warangal,West Bengal,Asansol,2741,1,889.64,Container Truck,TRUE,TRUE,CAR001,15231.38,2021-10-26 00:00:00,8,High
RTE001174,Haryana,Panipat,Bihar,Bhagalpur,286,4,7910.26,Tempo,FALSE,TRUE,CAR005,1880.51,2022-06-24 00:00:00,5,Medium
RTE001175,Goa,Panaji,Rajasthan,Kota,unknown,14,7437.21,Pickup Van,FALSE,TRUE,CAR002,24902.97,2023-01-05 00:00:00,8,Medium
RTE001176,Uttarakhand,Haldwani,Maharashtra,Aurangabad,2366,7,6321.82,2-Wheeler,TRUE,FALSE,CAR013,13113.53,2023-03-25 00:00:00,3,Critical
RTE001177,Karnataka,Mangaluru,Tamil Nadu,Chennai,unknown,5,2782.71,2-Wheeler,FALSE,FALSE,CAR010,4082.48,2024-07-09 00:00:00,4,High
RTE001178,Delhi,Rohini,Kerala,Thrissur,3169,9,7960.92,Pickup Van,TRUE,FALSE,CAR005,17026.38,2023-08-19 00:00:00,2,Low
RTE001179,Bihar,Muzaffarpur,Assam,Jorhat,94,11,3787.56,Container Truck,TRUE,1,CAR012,685.33,2022-01-28 00:00:00,10,Critical
RTE001180,Jharkhand,Ranchi,Karnataka,Belagavi,N/A,6,5245.44,Tempo,TRUE,TRUE,CAR010,1670.19,2022-10-30 00:00:00,4,Medium
RTE001181,Kerala,Kochi,Karnataka,Bengaluru,2242,1,959.2,Tempo,FALSE,FALSE,CAR010,12005.09,2021-12-31 00:00:00,8,High
RTE001182,Tamil Nadu,Salem,Maharashtra,Pune,2944,2,5412.82,Medium Truck,FALSE,FALSE,CAR010,20247.98,2021-03-06 00:00:00,4,Low
RTE001183,Telangana,Hyderabad,Goa,Mapusa,716,3,815.14,Pickup Van,TRUE,TRUE,CAR008,3515.75,2022-08-15 00:00:00,3,Low
RTE001184,Madhya Pradesh,Indore,Kerala,Thrissur,494,12,5780.18,Tempo,FALSE,TRUE,CAR013,2837.76,2024-05-28 00:00:00,1,Medium
RTE001185,Jharkhand,Jamshedpur,Tamil Nadu,Salem,3258,3,5617.77,Heavy Truck,yes,FALSE,CAR001,22522.7,2022-08-22 00:00:00,3,High
RTE001186,Madhya Pradesh,Jabalpur,Maharashtra,Aurangabad,1910,12,1289.65,Heavy Truck,FALSE,no,CAR010,12623.62,2022-02-15 00:00:00,9,Low
RTE001187,Madhya Pradesh,Gwalior,Kerala,Thiruvananthapuram,1588,9,7973.22,Medium Truck,TRUE,TRUE,CAR013,,2023-08-15 00:00:00,9,Low
RTE001188,Uttar Pradesh,Lucknow,Karnataka,Mangaluru,726,7,,Pickup Van,TRUE,TRUE,CAR006,4252.13,2022-03-16 00:00:00,5,High
RTE001189,Haryana,Gurugram,Telangana,Warangal,422,3,7436.54,Medium Truck,FALSE,TRUE,CAR011,2200.68,2024-07-22 00:00:00,8,Medium
RTE001190,West Bengal,Siliguri,Tamil Nadu,Madurai,2892,14,5491.75,Medium Truck,TRUE,TRUE,CAR009,12562.32,2023-04-24 00:00:00,9,Low
RTE001191,Punjab,Jalandhar,Haryana,Panipat,1794,3,3034.42,Container Truck,TRUE,TRUE,CAR009,10400.63,2024-11-01 00:00:00,5,High
RTE001192,Uttarakhand,Roorkee,Odisha,Rourkela,2941,8,2248.05,Pickup Van,TRUE,FALSE,CAR003,17895.18,2021-03-03 00:00:00,5,Medium
RTE001193,Jharkhand,Deoghar,Goa,Ponda,2147,12,5357.86,Mini Truck,TRUE,FALSE,CAR014,13279.5,2021-05-20 00:00:00,2,Critical
RTE001194,Assam,Dibrugarh,Telangana,Karimnagar,2142,5,4082.81,Container Truck,FALSE,TRUE,CAR008,9651.46,2023-03-07 00:00:00,8,Medium
RTE001195,Gujarat,Vadodara,Madhya Pradesh,Indore,2137,3,4118.59,Mini Truck,FALSE,TRUE,CAR007,15778.31,2023-03-02 00:00:00,5,Medium
RTE001196,Maharashtra,Mumbai,Assam,Silchar,3238,13,1614.22,2-Wheeler,TRUE,TRUE,CAR013,22908.74,2024-10-22 00:00:00,9,Low
RTE001197,Kerala,Kannur,Bihar,Patna,N/A,8,4337.04,Medium Truck,TRUE,FALSE,CAR011,20918.85,2024-08-22 00:00:00,5,Medium
RTE001198,Rajasthan,Jodhpur,Punjab,Amritsar,754,12,,Light Commercial Vehicle,TRUE,TRUE,CAR013,4601.02,2021-11-17 00:00:00,10,Critical
RTE001199,Gujarat,Ahmedabad,Punjab,Bathinda,896,12,2122.02,2-Wheeler,TRUE,FALSE,CAR009,3903.83,2023-12-06 00:00:00,1,High
RTE001200,Gujarat,Surat,Uttar Pradesh,Varanasi,3941,7,5879.85,Mini Truck,FALSE,TRUE,CAR008,29296.59,2024-06-28 00:00:00,1,Low
RTE001201,Odisha,Sambalpur,Goa,Mapusa,3340,7,4996.99,2-Wheeler,TRUE,0,CAR010,25373.05,2021-11-23 00:00:00,8,Critical
RTE001202,Odisha,Berhampur,Odisha,Rourkela,539,5,2125.64,Pickup Van,TRUE,TRUE,CAR009,3475.67,2023-04-27 00:00:00,1,Low
RTE001203,Telangana,Hyderabad,Kerala,Thrissur,750,14,7313.78,Mini Truck,FALSE,TRUE,CAR001,3383.65,2023-11-03 00:00:00,4,Low
RTE001204,Madhya Pradesh,Gwalior,Telangana,Nizamabad,688,13,,Heavy Truck,TRUE,FALSE,CAR015,5054.61,2024-02-16 00:00:00,10,Low
RTE001205,Uttarakhand,Roorkee,Himachal Pradesh,Shimla,3854,5,3978.83,Heavy Truck,TRUE,FALSE,CAR013,16171.31,2024-01-20 00:00:00,7,Low
RTE001206,Maharashtra,Mumbai,Himachal Pradesh,Manali,1424,7,6959.09,Heavy Truck,TRUE,FALSE,CAR015,10850.52,2024-10-12 00:00:00,10,Low
RTE001207,Karnataka,Hubli,Haryana,Gurugram,387,5,7455.09,Medium Truck,TRUE,TRUE,CAR004,1611.23,2021-07-20 00:00:00,10,Low
RTE001208,Uttarakhand,Roorkee,Himachal Pradesh,Shimla,2895,9,644.59,Heavy Truck,TRUE,FALSE,CAR001,19304.06,2021-10-15 00:00:00,9,Low
RTE001209,Maharashtra,Aurangabad,Uttarakhand,Roorkee,2255,3,4023.52,Mini Truck,TRUE,FALSE,CAR013,17850.59,2021-12-13 00:00:00,2,Medium
RTE001210,Uttar Pradesh,Meerut,Himachal Pradesh,Mandi,36,2,7020.22,Heavy Truck,FALSE,FALSE,CAR010,199.88,2022-04-03 00:00:00,6,Low
RTE001211,Delhi,Dwarka,Bihar,Muzaffarpur,1455,11,5102.92,Tempo,FALSE,TRUE,CAR011,7208.93,2021-03-15 00:00:00,3,Low
RTE001212,Punjab,Ludhiana,Assam,Silchar,1696,12,2478.33,3-Wheeler,FALSE,FALSE,CAR008,9949.05,2022-12-29 00:00:00,8,High
RTE001213,Himachal Pradesh,Shimla,Jharkhand,Ranchi,1516,12,1828.66,3-Wheeler,FALSE,TRUE,CAR013,11241.61,2022-03-11 00:00:00,1,High
RTE001214,Punjab,Jalandhar,Uttar Pradesh,Varanasi,922,8,201.05,Container Truck,TRUE,FALSE,CAR003,5466.24,2021-10-18 00:00:00,7,Low
RTE001215,Uttarakhand,Roorkee,Uttarakhand,Haridwar,232,13,6863.22,Container Truck,TRUE,FALSE,CAR002,1308.63,2024-09-07 00:00:00,2,Low
RTE001216,Karnataka,Mysuru,Rajasthan,Jodhpur,589,10,4160.96,Container Truck,FALSE,FALSE,CAR006,3225.93,2023-03-01 00:00:00,9,High
RTE001217,Jharkhand,Jamshedpur,Karnataka,Belagavi,3985,11,4308.92,Pickup Van,TRUE,FALSE,CAR013,16158.54,2021-08-14 00:00:00,6,Low
RTE001218,Rajasthan,Ajmer,West Bengal,Durgapur,3864,7,5539.75,3-Wheeler,TRUE,TRUE,CAR011,29757.31,2021-12-25 00:00:00,3,Low
RTE001219,Maharashtra,Aurangabad,Telangana,Hyderabad,1996,7,4857.8,Mini Truck,TRUE,TRUE,CAR010,14052.5,2021-01-01 00:00:00,7,Critical
RTE001220,Karnataka,Hubli,Telangana,Khammam,1480,4,5430,Refrigerated Truck,TRUE,TRUE,CAR004,9616.97,2021-06-26 00:00:00,7,Medium
RTE001221,Uttarakhand,Haldwani,Uttarakhand,Haldwani,2422,7,2849.45,3-Wheeler,TRUE,FALSE,CAR013,9726.17,2024-01-15 00:00:00,3,Low
RTE001222,Odisha,Bhubaneswar,Madhya Pradesh,Ujjain,TBD,7,,Tempo,TRUE,TRUE,CAR001,9478.18,2021-07-24 00:00:00,5,High
RTE001223,Himachal Pradesh,Shimla,Himachal Pradesh,Manali,2318,14,1618.1,Medium Truck,FALSE,TRUE,CAR014,16843.96,2023-09-29 00:00:00,6,Low
RTE001224,Kerala,Thrissur,Himachal Pradesh,Manali,1120,8,5021.66,Heavy Truck,TRUE,FALSE,CAR012,7491.3,2024-01-26 00:00:00,3,Medium
RTE001225,Punjab,Jalandhar,Bihar,Muzaffarpur,2787,11,3911.24,Light Commercial Vehicle,TRUE,TRUE,CAR005,11791.28,2022-01-24 00:00:00,6,Critical
RTE001226,Punjab,Bathinda,Kerala,Thiruvananthapuram,1798,13,7800.64,Light Commercial Vehicle,TRUE,FALSE,CAR011,9293.78,2023-08-28 00:00:00,3,Critical
RTE001227,Karnataka,Belagavi,Goa,Panaji,3941,9,1551.21,2-Wheeler,FALSE,FALSE,CAR004,17714.5,2024-08-26 00:00:00,3,Critical
RTE001228,Tamil Nadu,Chennai,Haryana,Faridabad,2618,11,3184.3,Medium Truck,FALSE,FALSE,CAR005,16897.27,2024-04-14 00:00:00,3,High
RTE001229,Madhya Pradesh,Indore,West Bengal,Kolkata,1242,13,2906.29,2-Wheeler,TRUE,yes,CAR005,9633.33,2023-01-19 00:00:00,7,Critical
RTE001230,Maharashtra,Mumbai,Punjab,Patiala,N/A,1,3510.57,Container Truck,FALSE,TRUE,CAR011,,2024-06-29 00:00:00,6,Low
RTE001231,Haryana,Panipat,West Bengal,Asansol,2091,4,,Pickup Van,FALSE,FALSE,CAR008,8777.43,2024-09-01 00:00:00,9,Medium
RTE001232,Kerala,Thrissur,Assam,Silchar,3473,6,1881.53,Tempo,TRUE,FALSE,CAR008,23733.73,2021-11-29 00:00:00,5,Medium
RTE001233,Bihar,Gaya,Bihar,Patna,--,6,2277.61,Heavy Truck,TRUE,TRUE,CAR007,1883.35,2024-03-08 00:00:00,10,Medium
RTE001234,Haryana,Panipat,Karnataka,Belagavi,3516,13,437.65,2-Wheeler,FALSE,TRUE,CAR008,14758.26,2023-02-18 00:00:00,10,Medium
RTE001235,Punjab,Jalandhar,Maharashtra,Mumbai,426,14,6429.68,Heavy Truck,TRUE,FALSE,CAR014,2844.09,2023-04-27 00:00:00,1,Critical
RTE001236,Jharkhand,Dhanbad,Maharashtra,Aurangabad,3835,10,7667.56,Heavy Truck,FALSE,FALSE,CAR004,16040.81,2022-08-07 00:00:00,8,High
RTE001237,Telangana,Hyderabad,Odisha,Bhubaneswar,2911,1,1164.3,2-Wheeler,TRUE,FALSE,CAR006,14150.93,2024-10-24 00:00:00,8,Medium
RTE001238,Delhi,Noida,Goa,Mapusa,3883,12,7810.86,3-Wheeler,FALSE,TRUE,CAR009,17141.06,2021-03-19 00:00:00,1,High
RTE001239,Haryana,Panipat,Bihar,Patna,TBD,10,3443,Heavy Truck,TRUE,TRUE,CAR014,,2024-08-16 00:00:00,10,Medium
RTE001240,Punjab,Ludhiana,Goa,Margao,111,6,4608.3,Refrigerated Truck,TRUE,TRUE,CAR005,583.87,2024-05-16 00:00:00,6,High
RTE001241,Punjab,Patiala,Goa,Mapusa,--,10,10.75,Tempo,FALSE,TRUE,CAR011,1699.77,2024-03-30 00:00:00,6,Low
RTE001242,West Bengal,Durgapur,Goa,Ponda,660,12,5927.8,Medium Truck,TRUE,TRUE,CAR007,2933.85,2021-07-10 00:00:00,8,Medium
RTE001243,Jharkhand,Dhanbad,Uttarakhand,Rishikesh,3658,7,312,Light Commercial Vehicle,FALSE,FALSE,CAR004,15152.13,2023-12-19 00:00:00,6,High
RTE001244,Uttarakhand,Roorkee,Kerala,Thrissur,3516,9,1720.22,Light Commercial Vehicle,Y,TRUE,CAR012,19096.85,2023-12-28 00:00:00,8,Low
RTE001245,Tamil Nadu,Trichy,West Bengal,Asansol,1742,10,7356.87,Pickup Van,N,FALSE,CAR011,9314.9,2021-12-14 00:00:00,10,Low
RTE001246,Bihar,Muzaffarpur,Madhya Pradesh,Ujjain,3950,7,,Container Truck,TRUE,FALSE,CAR015,16572.79,2022-05-24 00:00:00,7,Medium
RTE001247,Goa,Panaji,Odisha,Rourkela,753,7,7767.39,2-Wheeler,TRUE,TRUE,CAR007,4218.88,2022-06-10 00:00:00,7,Medium
RTE001248,Assam,Tezpur,Punjab,Ludhiana,3063,4,5430.3,Container Truck,FALSE,FALSE,CAR003,18260.92,2024-02-02 00:00:00,2,High
RTE001249,Kerala,Kochi,Karnataka,Mysuru,2734,1,4637.46,Heavy Truck,TRUE,FALSE,CAR006,20156.94,2021-07-30 00:00:00,6,Medium
RTE001250,Gujarat,Ahmedabad,West Bengal,Siliguri,3109,14,6338.51,Pickup Van,TRUE,1,CAR012,20226.74,2022-11-21 00:00:00,5,High
RTE001251,Delhi,Gurugram,Punjab,Bathinda,1277,10,1695.26,Tempo,FALSE,TRUE,CAR004,5690.05,2024-10-09 00:00:00,10,Medium
RTE001252,Uttar Pradesh,Lucknow,Punjab,Bathinda,3655,13,7493.91,Refrigerated Truck,FALSE,FALSE,CAR012,20441.22,2024-12-27 00:00:00,3,Medium
RTE001253,Kerala,Kannur,Uttarakhand,Roorkee,1873,9,2787.09,Pickup Van,FALSE,TRUE,CAR011,9787.23,2024-06-02 00:00:00,5,Low
RTE001254,Kerala,Kannur,Himachal Pradesh,Shimla,2016,2,2987.8,Mini Truck,TRUE,FALSE,CAR012,14197.64,2022-11-27 00:00:00,2,Medium
RTE001255,Kerala,Kannur,Himachal Pradesh,Dharamshala,2925,12,5824.24,Mini Truck,FALSE,FALSE,CAR011,16319.27,2024-11-22 00:00:00,4,Critical
RTE001256,Uttar Pradesh,Kanpur,Tamil Nadu,Coimbatore,884,3,7311.79,Medium Truck,TRUE,FALSE,CAR010,5225.69,2022-05-13 00:00:00,3,Medium
RTE001257,Punjab,Ludhiana,Jharkhand,Bokaro,2031,13,5474.26,Medium Truck,TRUE,TRUE,CAR004,10774.09,2023-02-01 00:00:00,7,Critical
RTE001258,West Bengal,Siliguri,Gujarat,Rajkot,1130,10,5761.81,Light Commercial Vehicle,FALSE,TRUE,CAR010,6401.7,2021-08-10 00:00:00,9,Critical
RTE001259,Maharashtra,Nashik,Tamil Nadu,Madurai,764,2,2877.13,Light Commercial Vehicle,TRUE,FALSE,CAR015,4331.05,2023-11-01 00:00:00,3,Critical
RTE001260,Jharkhand,Deoghar,Rajasthan,Kota,3117,13,3851.64,2-Wheeler,TRUE,FALSE,CAR011,13614.08,2024-09-27 00:00:00,5,High
RTE001261,Telangana,Khammam,West Bengal,Kolkata,450,7,4503.31,2-Wheeler,FALSE,FALSE,CAR013,2436.13,2021-06-15 00:00:00,7,High
RTE001262,Delhi,Dwarka,Assam,Tezpur,3850,5,7360.41,Heavy Truck,FALSE,TRUE,CAR004,30291.28,2022-03-01 00:00:00,6,Critical
RTE001263,Uttarakhand,Haridwar,Himachal Pradesh,Mandi,1278,4,3422.05,2-Wheeler,TRUE,yes,CAR013,9054.26,2023-10-13 00:00:00,7,Low
RTE001264,Delhi,Noida,Delhi,Rohini,3686,13,5942.26,3-Wheeler,TRUE,FALSE,CAR004,18403.15,2024-11-18 00:00:00,9,Critical
RTE001265,Uttarakhand,Haridwar,Jharkhand,Bokaro,2101,14,5670.59,Pickup Van,FALSE,TRUE,CAR004,15919.24,2023-09-01 00:00:00,4,Medium
RTE001266,Delhi,Noida,Madhya Pradesh,Jabalpur,32,10,2229.18,2-Wheeler,FALSE,TRUE,CAR003,238.26,2021-06-08 00:00:00,6,Critical
RTE001267,Uttarakhand,Dehradun,Tamil Nadu,Madurai,1271,2,3526.62,Medium Truck,TRUE,TRUE,CAR010,5241.79,2023-03-05 00:00:00,9,Low
RTE001268,Kerala,Kozhikode,Rajasthan,Jodhpur,3384,4,312.61,Light Commercial Vehicle,FALSE,TRUE,CAR003,15278.03,2024-08-15 00:00:00,8,High
RTE001269,Odisha,Bhubaneswar,Himachal Pradesh,Dharamshala,TBD,9,4127.78,Light Commercial Vehicle,FALSE,FALSE,CAR005,11764.81,2022-03-23 00:00:00,4,High
RTE001270,Punjab,Bathinda,Telangana,Hyderabad,1282,7,7167.1,2-Wheeler,TRUE,FALSE,CAR012,7487.77,2024-08-15 00:00:00,5,Medium
RTE001271,Kerala,Thiruvananthapuram,Maharashtra,Pune,3010,14,5661.5,Medium Truck,FALSE,FALSE,CAR003,12821.68,2022-11-08 00:00:00,3,High
RTE001272,Telangana,Karimnagar,Jharkhand,Bokaro,3936,3,2014.54,Mini Truck,FALSE,FALSE,CAR007,23494.74,2021-01-18 00:00:00,10,High
RTE001273,Jharkhand,Bokaro,Gujarat,Surat,2861,6,4819.18,Heavy Truck,TRUE,TRUE,CAR004,22593.99,2023-01-22 00:00:00,9,High
RTE001274,Himachal Pradesh,Dharamshala,West Bengal,Howrah,3056,13,6510.9,3-Wheeler,TRUE,FALSE,CAR012,13561.72,2022-03-13 00:00:00,1,High
RTE001275,Bihar,Gaya,Karnataka,Belagavi,3896,5,6432.26,Mini Truck,TRUE,FALSE,CAR006,21229.18,2024-02-01 00:00:00,3,High
RTE001276,Punjab,Jalandhar,Gujarat,Gandhinagar,3011,11,4623.8,Medium Truck,FALSE,FALSE,CAR002,22102.21,2023-09-03 00:00:00,1,Critical
RTE001277,Punjab,Amritsar,Tamil Nadu,Chennai,827,4,4690.18,Light Commercial Vehicle,FALSE,TRUE,CAR011,4589.66,2024-11-04 00:00:00,7,Critical
RTE001278,Kerala,Kannur,Madhya Pradesh,Indore,911,5,6774.68,3-Wheeler,TRUE,TRUE,CAR013,5240.17,2024-04-12 00:00:00,1,Low
RTE001279,Goa,Panaji,Assam,Silchar,1064,11,7500.31,Mini Truck,TRUE,TRUE,CAR008,5482.18,2021-07-06 00:00:00,8,Critical
RTE001280,Gujarat,Rajkot,Madhya Pradesh,Jabalpur,1095,9,109.25,2-Wheeler,FALSE,TRUE,CAR006,6449.95,2023-07-12 00:00:00,10,Critical
RTE001281,Uttar Pradesh,Meerut,Kerala,Thrissur,43,4,5334.71,Light Commercial Vehicle,TRUE,FALSE,CAR013,203.98,2022-08-02 00:00:00,4,Low
RTE001282,Maharashtra,Nashik,Uttar Pradesh,Kanpur,3018,1,4565.06,Container Truck,TRUE,TRUE,CAR015,17696.28,2022-05-27 00:00:00,3,Critical
RTE001283,Bihar,Muzaffarpur,Gujarat,Ahmedabad,1652,8,6463.72,2-Wheeler,TRUE,FALSE,CAR002,10043.8,2024-07-22 00:00:00,9,Low
RTE001284,Tamil Nadu,Madurai,Goa,Mapusa,3497,12,2974.64,Medium Truck,FALSE,FALSE,CAR010,14637.9,2024-03-29 00:00:00,1,Critical
RTE001285,Maharashtra,Nashik,Tamil Nadu,Madurai,313,1,2954.53,Heavy Truck,TRUE,TRUE,CAR004,1458.35,2022-01-10 00:00:00,7,Low
RTE001286,Kerala,Kozhikode,Odisha,Sambalpur,1599,8,4307.6,Refrigerated Truck,TRUE,TRUE,CAR011,11660.34,2021-02-26 00:00:00,10,High
RTE001287,Karnataka,Belagavi,Uttarakhand,Haridwar,1470,7,,3-Wheeler,TRUE,FALSE,CAR015,7500.86,2022-05-22 00:00:00,7,Medium
RTE001288,Haryana,Rohtak,Telangana,Nizamabad,1150,5,823.64,Refrigerated Truck,FALSE,yes,CAR009,,2023-08-26 00:00:00,5,High
RTE001289,Assam,Guwahati,Jharkhand,Deoghar,TBD,8,7494.89,Medium Truck,FALSE,FALSE,CAR013,5226.46,2022-05-19 00:00:00,6,Medium
RTE001290,Uttarakhand,Dehradun,Bihar,Darbhanga,1949,11,5331.91,Light Commercial Vehicle,TRUE,TRUE,CAR010,13577.08,2023-11-30 00:00:00,3,Medium
RTE001291,Maharashtra,Nagpur,Tamil Nadu,Salem,2630,3,1535.09,Heavy Truck,FALSE,TRUE,CAR015,16648.13,2022-08-09 00:00:00,5,High
RTE001292,Assam,Silchar,Uttar Pradesh,Kanpur,1283,14,7760.35,Container Truck,TRUE,FALSE,CAR006,5370.22,2023-04-22 00:00:00,6,Medium
RTE001293,Himachal Pradesh,Solan,Goa,Margao,2224,9,645.32,Heavy Truck,yes,FALSE,CAR015,13525.25,2023-05-05 00:00:00,10,Low
RTE001294,Telangana,Warangal,Uttar Pradesh,Varanasi,2821,8,2493.46,Pickup Van,TRUE,TRUE,CAR007,22257.69,2024-01-08 00:00:00,9,Medium
RTE001295,Assam,Jorhat,Goa,Vasco,3904,7,2070.65,Medium Truck,FALSE,TRUE,CAR014,16812.3,2024-06-16 00:00:00,5,Critical
RTE001296,Rajasthan,Udaipur,Odisha,Berhampur,2988,10,6936.95,2-Wheeler,TRUE,FALSE,CAR007,16898.54,2021-05-19 00:00:00,6,Critical
RTE001297,Rajasthan,Jodhpur,Telangana,Warangal,3095,13,5434.41,Mini Truck,FALSE,TRUE,CAR015,16116.84,2022-02-08 00:00:00,1,Low
RTE001298,Madhya Pradesh,Jabalpur,Himachal Pradesh,Shimla,2600,11,7218.13,Pickup Van,TRUE,TRUE,CAR002,19636.65,2023-04-09 00:00:00,1,Medium
RTE001299,Uttar Pradesh,Lucknow,Gujarat,Surat,2758,3,666.75,Light Commercial Vehicle,FALSE,FALSE,CAR008,19205.22,2024-06-19 00:00:00,2,Medium
RTE001300,Madhya Pradesh,Jabalpur,Delhi,New Delhi,1142,6,6239.6,Refrigerated Truck,FALSE,FALSE,CAR004,9027.65,2024-05-18 00:00:00,2,High
RTE001301,Telangana,Karimnagar,Tamil Nadu,Salem,940,7,4640.25,Heavy Truck,TRUE,FALSE,CAR013,5386.15,2021-01-07 00:00:00,9,Critical
RTE001302,Punjab,Patiala,Delhi,Gurugram,3776,9,6056.09,2-Wheeler,TRUE,TRUE,CAR007,19838.9,2021-05-12 00:00:00,4,Medium
RTE001303,Madhya Pradesh,Jabalpur,Assam,Silchar,1091,4,436.18,2-Wheeler,FALSE,FALSE,CAR003,6827.53,2021-12-22 00:00:00,8,Medium
RTE001304,Punjab,Jalandhar,Maharashtra,Aurangabad,3456,2,1428.22,Medium Truck,TRUE,FALSE,CAR013,14397.16,2021-09-15 00:00:00,3,High
RTE001305,Himachal Pradesh,Shimla,West Bengal,Siliguri,259,11,2889.76,Mini Truck,TRUE,TRUE,CAR011,1785.92,2022-05-19 00:00:00,2,Critical
RTE001306,Bihar,Patna,Gujarat,Vadodara,2775,6,2358.06,Pickup Van,FALSE,TRUE,CAR009,,2023-04-30 00:00:00,7,Low
RTE001307,Uttarakhand,Haridwar,Kerala,Kozhikode,3368,10,1994.52,2-Wheeler,TRUE,TRUE,CAR010,,2021-03-02 00:00:00,8,Medium
